-2.809286,-2.646429,-0.690000
-2.809286,-1.506429,-0.690000
-2.809286,-1.425000,-0.690000
-2.809286,-1.343571,-0.690000
-2.809286,-1.180714,-0.690000
-2.809286,-1.099286,-0.690000
-2.809286,-0.773571,-0.690000
-2.809286,-0.692143,-0.690000
-2.809286,-0.203571,-0.690000
-2.809286,0.366429,-0.690000
-2.809286,0.447857,-0.690000
-2.809286,0.936429,-0.690000
-2.809286,1.017857,-0.690000
-2.809286,1.099286,-0.690000
-2.809286,1.180714,-0.690000
-2.809286,2.646429,-0.690000
-2.809286,2.727857,-0.690000
-2.809286,2.809286,-0.690000
-2.727857,-2.076429,-0.690000
-2.727857,-1.506429,-0.690000
-2.727857,-1.425000,-0.690000
-2.727857,-1.343571,-0.690000
-2.727857,-1.262143,-0.690000
-2.727857,-1.180714,-0.690000
-2.727857,-1.099286,-0.690000
-2.727857,-0.855000,-0.690000
-2.727857,-0.773571,-0.690000
-2.727857,-0.692143,-0.690000
-2.727857,-0.610714,-0.690000
-2.727857,-0.529286,-0.690000
-2.727857,0.529286,-0.690000
-2.727857,0.855000,-0.690000
-2.727857,0.936429,-0.690000
-2.727857,1.017857,-0.690000
-2.727857,1.180714,-0.690000
-2.727857,1.832143,-0.690000
-2.727857,2.239286,-0.690000
-2.727857,2.320714,-0.690000
-2.727857,2.483571,-0.690000
-2.646429,-2.402143,-0.690000
-2.646429,-1.913571,-0.690000
-2.646429,-1.180714,-0.690000
-2.646429,-1.017857,-0.690000
-2.646429,-0.773571,-0.690000
-2.646429,-0.692143,-0.690000
-2.646429,-0.610714,-0.690000
-2.646429,-0.529286,-0.690000
-2.646429,-0.447857,-0.690000
-2.646429,0.447857,-0.690000
-2.646429,1.262143,-0.690000
-2.646429,1.343571,-0.690000
-2.646429,1.506429,-0.690000
-2.646429,2.239286,-0.690000
-2.646429,2.483571,-0.690000
-2.646429,2.727857,-0.690000
-2.565000,-1.913571,-0.690000
-2.565000,-1.832143,-0.690000
-2.565000,-1.099286,-0.690000
-2.565000,-0.936429,-0.690000
